,ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,class_main,multiclass
6462,50163a0,2c5d6ff,674665f8cffc7bb373ef7770367183e2,696b344f,Half-Elf,Courtier,2021-01-02T18:01:03Z,Warlock 2|Bard 11,Warlock|Bard,The Fathomless|College of Lore,13,Elven Accuracy,107,17,8,16,16,8,8,20,Chaotic Good,Acrobatics|Stealth|Arcana|Animal Handling|Insight|Perception|Deception|Intimidation|Persuasion,Unarmed strike,Minor Illusion*0|Mage Hand*0|Message*0|Prestidigation*0|Warlock > Friends*0|Warlock > Eldritch Blast*0|Faerie Fire*1|Healing Word*1|Feather Fall*1|Disonant Whispers*1|Warlock > Comprehand Languages*1|Warlock > Hex*1|Fathomless > Thunderwave*1|Fathomless > Destroy Create Water*1|Secret > Find Familiar*1|Suggestion*2|Enemies Abound*3|Fear*3|Hypnotic Pattern*3|Secret > Counterspell*3|Dimension Door*4|Polymorph*4|Greater Invisibility*4|Synaptic Static*5|Raise Dead*5|Secret > Wall Of Force*5|Secret > Greater Steed*5|Mass Suggestion*6|Otto's Irresistable Dance*6,Cha,eldritch invocations/Agonizing Blast*Eldritch Mind|expertise/Persuasion*Insight*Stealth*Deception,,,CG,,,Half-Elf,Minor Illusion*0|Mage Hand*0|Message*0|Prestidigitation*0|Friends*0|Eldritch Blast*0|Faerie Fire*1|Healing Word*1|Feather Fall*1|Dissonant Whispers*1|*|Hex*1|Thunderwave*1|Create or Destroy Water*1|Find Familiar*1|Suggestion*2|Enemies Abound*3|Fear*3|Hypnotic Pattern*3|Counterspell*3|Dimension Door*4|Polymorph*4|Greater Invisibility*4|Synaptic Static*5|Raise Dead*5|Wall of Force*5|*|Mass Suggestion*6|Otto's Irresistible Dance*6,Unarmed Strike,12-15,amazing_tesla,Bard,True
6463,89213f0,2c5d6ff,42618c5bff2c169384252878f39a8f31,696b344f,Half-Elf,Courtier,2020-12-13T23:27:58Z,Bard 12|Warlock 1,Bard|Warlock,College of Lore|The Hexblade,13,Eldritch Adept|Elven Accuracy,107,16,8,8,16,8,16,20,Chaotic Good,Stealth|Arcana|Animal Handling|Insight|Perception|Deception|Intimidation|Persuasion,Unarmed strike|Dagger,Minor Illusion*0|Mage Hand*0|Prestidigation*0|Message*0|Warlock > Friends*0|Warlock > Eldritch Blast*0|Faerie Fire*1|Healing Word*1|Feather Fall*1|Warlock > Hex*1|Warlock > Comp Lang*1|Hexblade > Shield*1|Hexblade > Wrathfull Smite*1|Heat Metal*2|Suggestion*2|Enemies Abound*3|Fear*3|Bestow Curse*3|Secret > Spirit Guardians*3|Secret > Find Familiar*3|Greater Invisibility*4|Polymorph*4|Dimension Door*4|Raise Dead*5|Hold Monster*5|Teleportation Circle*5|Secret > Wall Of Force*5|Secret > Greater Steed*5|Mass Suggestion*6,Cha,eldritch invocations/Agonizing Blast|expertise/Persuasion*Deception*Perception*Intimidation,Netherlands,NL,CG,,,Half-Elf,Minor Illusion*0|Mage Hand*0|Prestidigitation*0|Message*0|Friends*0|Eldritch Blast*0|Faerie Fire*1|Healing Word*1|Feather Fall*1|Hex*1|*|*|Wrathful Smite*1|Heat Metal*2|Suggestion*2|Enemies Abound*3|Fear*3|Bestow Curse*3|Spirit Guardians*3|*|Greater Invisibility*4|Polymorph*4|Dimension Door*4|Raise Dead*5|Hold Monster*5|Teleportation Circle*5|Wall of Force*5|*|Mass Suggestion*6,Unarmed Strike|Dagger,12-15,amazing_tesla,Bard,True
6464,c48ed1b,0bbcfd9,40cac3192a73d454131fafd69646ec96,758351f1,Shadow Elf,Soldier,2020-10-12T08:43:37Z,Fighter 10|Ranger 3,Fighter|Ranger,Samurai|Monster Slayer,13,Mobile,122,19,12,20,16,12,14,13,,Athletics|Acrobatics|Stealth|Insight|Perception|Survival|Intimidation,Katana|Longbow,Protection from Evil and Good*1,Int,fighting style/Dueling*Defense,Australia,AU,,,,Elf,Protection from Evil and Good*1,|Longbow,12-15,infallible_galileo,Fighter,True
6465,47b1ce2,740483c,e5779ab6e4ab9bbdbe94cd76abe9e937,6e9368d0,Dark Elf,Mercenary Veteran,2020-09-12T19:33:59Z,Fighter 9|Ranger 4,Fighter|Ranger,Battle Master|Hunter,13,Great Weapon Master,178,19,20,16,18,14,13,16,,Athletics|Investigation|Animal Handling|Perception|Intimidation|Persuasion,"Greatsword|Crossbow, light",,Int,fighting style/Great Weapon Fighting*Defense|combat superiority maneuvers/Riposte*Precision Attack*Distracting Strike,,,,,,Elf,,"Greatsword|Crossbow, Light",12-15,friendly_noyce,Fighter,True
6466,22ef595,a2f58f2,b6b4c5be49752aa5dbbb3398b763b45a,32bfc294,Minotaur,Custom,2020-06-11T20:40:41Z,Paladin 6|Warlock 7,Paladin|Warlock,Oath of Conquest|The Celestial,13,Great Weapon Master|Heavy Armor Master,114,16,21,11,16,14,14,18,,Athletics|Insight|Perception|Intimidation|Persuasion,Javelin,Light*0|Sacred Flame*0|Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2,Cha,pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon|fighting style/Great Weapon Fighting,United States,US,,,,Minotaur,Light*0|Sacred Flame*0|*|Command*1|Hold Person*2|Spiritual Weapon*2,Javelin,12-15,objective_stallman,Warlock,True
6467,6889180,3c29341,e1e085da2f91970c877fc07ef0a1e7c4,545be990,Human,Cloistered Scholar,2020-04-23T05:33:23Z,Wizard 1|Barbarian 1|Bard 1|Cleric 1|Druid 1|Fighter 1|Monk 1|Paladin 1|Ranger 1|Rogue 1|Sorcerer 1|Warlock 1|Artificer 1,Wizard|Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer|Warlock|Artificer,|||Knowledge Domain|||||||Divine Soul|The Celestial|,13,,96,13,13,13,15,13,13,13,,Sleight of Hand|Arcana|History|Investigation|Religion|Insight|Perception|Performance,Dagger,Light*0|Sacred Flame*0|Command*1|Identify*1|Cure Wounds*1,Int,fighting style/Archery|expertise/Thieves' Tools,,,,,,Human,Light*0|Sacred Flame*0|Command*1|Identify*1|Cure Wounds*1,Dagger,12-15,affectionate_albattani,Equal Multiclass,True
6468,1e4305b,6fd3e8d,8015aae55ef630dab7d5d6a1bb53a039,3586959f,Geth - Yan,Sailor,2019-03-03T17:35:07Z,Wizard 10|Rogue 3,Wizard|Rogue,School of Conjuration|Arcane Trickster,13,,83,12,10,14,14,20,10,10,chaotic neutral,Athletics|Arcana|History|Insight|Perception|Persuasion,Quarterstaff,Mage Hand*0|Booming Blade*0|Chill Touch*0|Firebolt*0|Mending*0|Message*0|Sword Burst*0|Toll The Dead*0|Absorb Elements*1|Comprehend Languages *1|Detect Magic*1|Feather Fall*1|Find Familiar*1|Magic Missile*1|Shield*1|Unseen Servant*1|Dragons Breath*2|Cloud Of Daggers*2|Locate Object*2|Shadow Blade*2|Counter Spell*3|Dispel Magic*3|Fireball*3|Gaseous form*3|Conjure Minor Elementals *4|Dimension Door*4|Locate Creature*4|Polymorph*4|Conjure Elemental*5|Dawn*5|Steel Wind Strike*5|Far Step*5,Int,expertise/Persuasion*Arcana,,,CN,,,Gith,Mage Hand*0|Booming Blade*0|Chill Touch*0|Fire Bolt*0|Mending*0|Message*0|Sword Burst*0|Toll the Dead*0|Absorb Elements*1|Comprehend Languages*1|Detect Magic*1|Feather Fall*1|Find Familiar*1|Magic Missile*1|Shield*1|Unseen Servant*1|Dragon's Breath*2|Cloud of Daggers*2|Locate Object*2|Shadow Blade*2|Counterspell*3|Dispel Magic*3|Fireball*3|Gaseous Form*3|Conjure Minor Elementals*4|Dimension Door*4|Locate Creature*4|Polymorph*4|Conjure Elemental*5|Dawn*5|Steel Wind Strike*5|Far Step*5,Quarterstaff,12-15,fervent_antonelli,Wizard,True
6469,1e4305b,6fd3e8d,21b7450ef01df760794c5621e84a2fff,485796da,Turtle,Faction Agent,2019-03-02T02:21:40Z,Fighter 6|Rogue 6|Monk 1,Fighter|Rogue|Monk,Samurai|Swashbuckler|,13,Magic Initiate,101,19,10,18,14,12,14,11,,Athletics|Sleight of Hand|Insight|Perception|Survival|Intimidation,"Shortsword Gfb + Sa|Shortsword BB + SA|Crossbow, light|Unarmed strike",Green Flame Blade *0|Booming Blade*0|Shield*1,Int,fighting style/Dueling|expertise/Intimidation*Sleight of Hand*Perception,,,,,,Turtle,Green-Flame Blade*0|Booming Blade*0|Shield*1,"Shortsword|Shortsword|Crossbow, Light|Unarmed Strike",12-15,romantic_wing,Equal Multiclass,True
6470,87eaad3,6fd3e8d,b2607455ed6de253372105e971a4d68b,485796da,Turtle,Noble,2019-02-28T21:00:46Z,Fighter 6|Rogue 5|Ranger 2,Fighter|Rogue|Ranger,Samurai|Swashbuckler|,13,Magic Initiate,116,18,10,18,16,10,14,10,chaotic good,Athletics|Stealth|History|Nature|Perception|Survival|Persuasion,"Longbow|Handaxe|BB W/SA+HM Move 3d8|GFB W/SA+HM 2ND 2D8|Shortsword|Crossbow, hand","Booming Blade 2d8/3d8*0|Green-Flame Blade 2d8/2d8*0|Shield +5 AC 1/day*1|Zephyr Strike -C No OA, +30ft*1|Hunters Mark -C 1d6*1",Int,fighting style/Mariner*Dueling|expertise/Stealth*Perception,,,CG,,,Turtle,Booming Blade*0|Green-Flame Blade*0|Shield*1|Zephyr Strike*1|Hunter's Mark*1,"Longbow|Handaxe|||Shortsword|Crossbow, hand",12-15,romantic_wing,Fighter,True
6471,cb63cbf,,d8d102c2bdc4a17a3de369131312d715,e49874f5,Wood Elf,Urban Bounty Hunter,2018-10-22T17:45:02Z,Revised Ranger 4|Rogue 9,Revised Ranger|Rogue,Deep Stalker Conclave|Swashbuckler,13,,112,15,8,20,17,10,12,13,,Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival,Shortsword|Longbow|Rapier,Disguise Self*1|Hail Of Thorns*1|Goodberry*1|Cure Wounds*1,Wis,expertise/Stealth*Perception*Survival*Investigation|favored enemy/Monstrosities|fighting style/Two-Weapon Fighting,,,,,,Elf,Disguise Self*1|Hail of Thorns*1|Goodberry*1|Cure Wounds*1,Shortsword|Longbow|Rapier,12-15,sweet_feynman,Rogue,True
6472,cb63cbf,,4e8c75b683ace531df786aaca4329857,22668c23,Half-Orc,Barbarian Tribe Member,2018-10-21T04:45:42Z,Fighter 3|Barbarian 10,Fighter|Barbarian,Champion|Path of the Berserker,13,,16,16,19,15,18,8,8,8,cn,Athletics|Animal Handling|Perception|Survival|Intimidation,Greataxe|Longsword|Handaxe|Greatsword|Greatsword,,Int,fighting style/Great Weapon Fighting,,,CN,,,Half-Orc,,Greataxe|Longsword|Handaxe|Greatsword|Greatsword,12-15,boring_greider,Barbarian,True
6473,cd39f7c,a0a191c,1ea57271225df22bd29c3611ac49e9f4,13ebee46,Human,Mercenary Veteran,2018-09-23T03:34:41Z,Fighter 9|Rogue 4,Fighter|Rogue,Samurai|Swashbuckler,13,Dual Wielder,117,16,18,16,16,8,12,12,,Athletics|Acrobatics|Insight|Perception|Intimidation|Persuasion,Longbow|Handaxe|Handaxe|Katana (Bea)|Katana (Arthur),,Int,expertise/Perception*Athletics|fighting style/Two-Weapon Fighting,United States,US,,,,Human,,Longbow|Handaxe|Handaxe||,12-15,thirsty_meitner,Fighter,True
6474,c5fd153,,0abe58210bb2a68a83c7089b5073feea,4db875b2,Dark Elf,Acolyte,2018-08-26T22:42:42Z,Wizard 12|Fighter 1,Wizard|Fighter,School of Necromancy|,13,,82,15,8,18,15,20,8,9,,Arcana|History|Religion|Insight|Perception,Quarterstaff,Light*0|Mage Hand*0|Acid Splash*0|Chill Touch*0|Mending*0|Poison Spray*0|Inflict Wounds*1|Mage Armor*1|Ray Of Sickness*1|Thunderwave*1|Jump*1|Charm Person*1|Magic Missile*2|Continual Flame*2|Acid Arrow*2|Alter Self*2|Arcanist's Magic Aura*2|Animate Dead*3|Tiny Hut*3|Vampiric Touch *3|Lightning Bolt*3|Fireball*3|Arcane Eye*4|Black Tentacles *4|Phantasmal Killer*4|Shadow Of Moil*4|Conjure Minor Elementals*4|Wall Of Force*5|Teleportation Circle*5|Geas*5|Cloudkill*5|Circle Of Death*6|Disintegrate *6,Int,fighting style/Defense,,,,,,Elf,Light*0|Mage Hand*0|Acid Splash*0|Chill Touch*0|Mending*0|Poison Spray*0|Inflict Wounds*1|Mage Armor*1|Ray of Sickness*1|Thunderwave*1|Jump*1|Charm Person*1|*|Continual Flame*2|Melf's Acid Arrow*2|Alter Self*2|Nystul's Magic Aura*2|Animate Dead*3|*|Vampiric Touch*3|Lightning Bolt*3|Fireball*3|Arcane Eye*4|Evard's Black Tentacles*4|Phantasmal Killer*4|Shadow of Moil*4|Conjure Minor Elementals*4|Wall of Force*5|Teleportation Circle*5|Geas*5|Cloudkill*5|Circle of Death*6|Disintegrate*6,Quarterstaff,12-15,cool_rosalind,Wizard,True
6475,e47e51d,f1b2489,c3a91f1e7dcb7020fd6da0b8de4ba562,103c799c,Dragonborn,Knight,2018-07-31T16:43:27Z,Paladin 2|Wizard 11,Paladin|Wizard,|School of Conjuration,13,,72,18,16,11,12,18,10,13,lawful neutral,Arcana|History|Religion|Insight|Persuasion,Greatsword ro1ro2|Javelin,Firebolt*0|Prestidigitation*0|Toll The dead *0|Sword Burst*0|Green Flame Blade*0|Absorb Elements*1|Detect Magic (R)*1|Find Familiar (R)*1|Magic Missile *1|Prot. From Good And Evil*1|Shield*1|Tensers Floating Disk (R)*1|Unseen Servant (R)*1|Dragons Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomunds Tiny Hut (R)*3|Lightning Bolt*3|Phantom Steed (R)*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Farstep*5|Steel Wind Strike*5|Telekinesis*5|Tenser's Transformation*6,Int,fighting style/Great Weapon Fighting|draconic ancestry/Gold,,,LN,,,Dragonborn,Fire Bolt*0|Prestidigitation*0|Toll the Dead*0|Sword Burst*0|Green-Flame Blade*0|Absorb Elements*1|Detect Magic*1|Find Familiar*1|Magic Missile*1|Purify Food and Drink*1|Shield*1|Tenser's Floating Disk*1|Unseen Servant*1|Dragon's Breath*2|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Haste*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Phantom Steed*3|Tiny Servant*3|Arcane Eye*4|Conjure Minor Elementals*4|Dimension Door*4|Polymorph*4|Animate Objects*5|Conjure Elemental*5|Far Step*5|Steel Wind Strike*5|Telekinesis*5|Tenser's Transformation*6,Greatsword|Javelin,12-15,frosty_edison,Wizard,True
6476,3c1c1fe,8bfa911,9d523c9706c73ca5ccd1d9e73efdef41,f0d2b9bd,Human,Haunted One,2018-07-29T10:06:47Z,Paladin 12|Warlock 1,Paladin|Warlock,Oath of Redemption|The Hexblade,13,Resilient|War Caster,120,22,15,10,16,8,8,20,,Athletics|Medicine|Perception|Survival|Persuasion,Javelin|Longsword,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3,Cha,fighting style/Defense,,,,,,Human,Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2|Counterspell*3|Hypnotic Pattern*3,Javelin|Longsword,12-15,sweet_newton,Paladin,True
6477,412ae3e,cd042b1,42471fb14f312e5171c82a5f840ddb27,51c71c5a,Human,Clan Crafter,2018-06-30T05:22:25Z,Monk 10|Barbarian 3,Monk|Barbarian,Way of the Four Elements|Path of the Totem Warrior,13,Alert,87,17,14,18,12,8,16,10,,Athletics|Acrobatics|History|Insight|Perception,Mace|Dart|Unarmed strike,,Int,elemental disciplines/Fangs of the Fire Snake*Water Whip,United States,US,,,,Human,,Mace|Dart|Unarmed Strike,12-15,angry_heisenberg,Monk,True
6478,b00c3c6,cd042b1,07f2dfbc7a7235345d7e1665270a5d2d,9b5babf5,Goliath,Clan Crafter,2018-06-18T04:03:20Z,Fighter 4|Barbarian 9,Fighter|Barbarian,Champion|Path of the Berserker,13,,118,19,20,17,17,8,8,8,,Athletics|History|Insight|Perception|Intimidation,Greatsword|Maul|Handaxe|Full Blade,,Int,fighting style/Great Weapon Fighting,,,,,,Goliath,,Greatsword|Maul|Handaxe|,12-15,cranky_northcutt,Barbarian,True
6479,78173af,eca3301,c391db6fe67a4653bcd890e8d8eed99d,4f92ac81,Human,Archaeologist,2021-06-09T07:40:56Z,Revised Ranger 9|Cleric 3,Revised Ranger|Cleric,Hunter Conclave|Truth Domain,12,Crossbow Expert|Sharpshooter,97,17,11,20,14,13,16,8,Chaotic Neutral,Acrobatics|Stealth|History|Religion|Insight|Perception|Survival,"Shortsword|Crossbow, hand|Crossbow, hand Sharp|Undead/Fiends",Guidance *0|Mending*0|Sacred Flame*0|Goodberry*1|Jump*1|Cure Wounds*1|command -cleric*1|divine favor - cleric*1|detect evil and good - cleric*1|detect magic - cleric*1|Darkvision*2|Pass without a Trace*2|detect thoughts - cleric*2|zone of truth - cleric*2|Spiritual weapon (cleric)*2|Water walk*3|Remove curse - cleric*3|Dispel magic - cleric*3|Banishment (cleric)*4,Wis,fighting style/Archery|defensive tactics/Multiattack Defense|favored enemy/Undead|greater favored enemy/Fiends|hunter's prey/Colossus Slayer,Germany,DE,CN,,,Human,Guidance*0|Mending*0|Sacred Flame*0|Goodberry*1|Jump*1|Cure Wounds*1|Command*1|Divine Favor*1|Detect Evil and Good*1|Detect Magic*1|Darkvision*2|Pass Without Trace*2|Detect Thoughts*2|Zone of Truth*2|Spiritual Weapon*2|Water Walk*3|Remove Curse*3|Dispel Magic*3|Banishment*4,"Shortsword|Crossbow, hand|Crossbow, hand|",12-15,recursing_borg,Revised Ranger,True
6480,,097c8b4,f6d9f9ad9b2c107f725b0013a8a3de0c,d33abfd1,Tiefling,Violent Assassin,2021-06-08T04:03:14Z,Artificer 6|Cleric 6,Artificer|Cleric,Alchemist|Knowledge Domain,12,,99,10,9,9,15,15,15,16,,Stealth|Arcana|History|Religion|Medicine|Deception,Sickle|Javelin,Healing Word*1|Ray of Sickness*1|Command*1|Identify*1|Flaming Sphere*2|Acid Arrow*2|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3,Int,tiefling variants menu/Devil's Tongue,Canada,CA,,,,Tiefling,Healing Word*1|Ray of Sickness*1|Command*1|Identify*1|Flaming Sphere*2|Melf's Acid Arrow*2|Augury*2|Suggestion*2|Nondetection*3|Speak with Dead*3,Sickle|Javelin,12-15,suspicious_bohr,Equal Multiclass,True
6481,5187f82,d2ae07b,2abb055e1b57b7b7380895e8bbaea872,eb28019b,Wood Elf,Acolyte,2021-02-26T17:15:47Z,Monk 9|Rogue 3,Monk|Rogue,Way of Shadow|Assassin,12,Alert,87,18,12,18,14,10,14,10,,Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Perception,Shortsword +1|Dart +1|Unarmed strike,,Int,expertise/Thieves' Tools*Stealth,Netherlands,NL,,,,Elf,,Shortsword|Dart|Unarmed Strike,12-15,condescending_golick,Monk,True
6482,5dd483f,7484970,b59cec0bd799aed4c29a8c7ae10e84a6,ff9d542d,Ghastly Halfling,Outlander,2021-02-15T17:19:21Z,Druid 9|Barbarian 3,Druid|Barbarian,Circle of the Moon|Path of the Totem Warrior,12,Fighting Initiate,114,18,13,18,16,10,16,12,,Athletics|Nature|Animal Handling|Perception|Survival,Whip,,Wis,,United States,US,,,,Halfling,,Whip,12-15,gracious_hamilton,Druid,True
6483,5dd483f,7484970,ada64fabe865797886d9021588b01c47,07957d12,Half-Orc,Knight,2021-02-15T17:16:32Z,Paladin 7|Sorcerer 5,Paladin|Sorcerer,OathBreaker|Draconic Bloodline,12,Polearm Master,153,18,20,13,18,12,10,16,😈,Athletics|Arcana|Insight|Intimidation|Persuasion,Greatsword|Battleaxe|Javelin,Booming Blade*0|Fire Bolt*0|Minor Illusion*0|Presdigation*0|Hellish Rebuke*1|Inflict Wounds*1|Shield*1|Feather Fall*1|Absorb Elements*1|Bless*1|Shield Of Faith*1|Searing Smite*1|Command*1|Thunder Smite*1|Crown of Madness*2|Darkness*2|Misty Step*2|Find Steed*2|Zone Of Truth*2|Magic Weapon*2|Fireball*3|Lighting Bolt*3|Dispel Magic*3,Cha,fighting style/Great Weapon Fighting|metamagic/Twinned Spell*Quickened Spell,United States,US,,,,Half-Orc,Booming Blade*0|Fire Bolt*0|Minor Illusion*0|Prestidigitation*0|Hellish Rebuke*1|Inflict Wounds*1|Shield*1|Feather Fall*1|Absorb Elements*1|Bless*1|Shield of Faith*1|Searing Smite*1|Command*1|Thunderous Smite*1|Crown of Madness*2|Darkness*2|Misty Step*2|Find Steed*2|Zone of Truth*2|Magic Weapon*2|Fireball*3|Lightning Bolt*3|Dispel Magic*3,Greatsword|Battleaxe|Javelin,12-15,elastic_goodall,Paladin,True
6484,47b1ce2,eeaada9,55924da291300ceba46ec20c89903d46,1a4a40b1,Human,Mercenary Veteran,2020-06-27T21:55:24Z,Fighter 9|Monk 3,Fighter|Monk,Samurai|Way of the Kensei,12,Martial Adept|Mobile,162,20,10,20,18,16,18,15,,Athletics|Acrobatics|History|Perception|Persuasion,Longbow|Longsword|Shortsword|Handaxe,,Int,fighting style/Dueling|combat superiority maneuvers/Riposte*Parry,,,,,,Human,,Longbow|Longsword|Shortsword|Handaxe,12-15,determined_swanson,Fighter,True
6485,37badd3,327efdb,64b62a03b60919423dcdb239404c27d6,c95f0dfe,Half-Elf,Urchin,2020-05-02T17:16:02Z,Rogue 9|Wizard 3,Rogue|Wizard,Assassin|War Magic,12,Skilled,117,21,12,20,13,16,12,17,Chaotic,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation|Persuasion,Shortsword|Dagger|Dragon Edge Dagger|Aurum and Argentum|Shadow Drinker,,Int,expertise/Stealth*Perception*Sleight of Hand*Acrobatics,United States,US,CN,,,Half-Elf,,Shortsword|Dagger|Dagger||,12-15,pensive_mestorf,Rogue,True
6486,7dd1b5b,397731d,92c741d83c492218defc3e786301732e,a673c014,Half-Elf,Courtier,2020-04-28T07:06:06Z,Bard 11|Warlock 1,Bard|Warlock,College of Lore|The Hexblade,12,,99,19,8,14,16,10,12,20,,Acrobatics|Sleight of Hand|Stealth|Arcana|History|Investigation|Insight|Perception|Deception|Persuasion,"Rapier|Crossbow, hand",,Cha,expertise/Persuasion*Perception*Stealth*Insight,,,,,,Half-Elf,,"Rapier|Crossbow, hand",12-15,keen_goldwasser,Bard,True
6487,5fc631a,,00797972cccb17840c37bd3648f80e44,db1d61e2,Variant,Haunted One,2020-02-22T16:02:55Z,Sorcerer 10|Warlock 2,Sorcerer|Warlock,Draconic Bloodline|The Hexblade,12,Elven Accuracy,111,15,8,14,16,8,12,20,,Arcana|Investigation|Deception|Persuasion,"Crossbow, light|Dagger",,Cha,eldritch invocations/Repelling Blast*Agonizing Blast|metamagic/Twinned Spell*Quickened Spell*Careful Spell,,,,,,Half-Elf,,"Crossbow, Light|Dagger",12-15,compassionate_williams,Sorcerer,True
6488,6b65fb4,80f814d,4b4011eddffef6dae75993bc9775a75f,fe46ff6e,Human,Far Traveler,2020-02-14T19:15:58Z,Wizard 1|Bard 1|Barbarian 1|Cleric 1|Fighter 1|Ranger 1|Monk 1|Paladin 1|Druid 1|Rogue 1|Sorcerer 1|Warlock 1,Wizard|Bard|Barbarian|Cleric|Fighter|Ranger|Monk|Paladin|Druid|Rogue|Sorcerer|Warlock,|||Knowledge Domain|||||||Wild Magic|The Great Old One,12,,84,13,14,14,11,14,14,14,,History|Investigation|Nature|Religion|Animal Handling|Insight|Perception|Survival|Intimidation,Dagger,Command*1|Identify*1,Int,fighting style/Mariner|expertise/Survival*Nature,,,,,,Human,Command*1|Identify*1,Dagger,12-15,admiring_grothendieck,Equal Multiclass,True
6489,2904cda,88473e9,f8cad337ccd1427591f4875e1681bff5,1921b36f,Half-Elf,Sage,2019-09-05T09:38:29Z,Cleric 1|Wizard 11,Cleric|Wizard,War Domain|War Magic,12,War Caster|Elven Accuracy,98,22,10,18,14,20,16,8,Neutral Good,Acrobatics|Stealth|Arcana|History|Investigation|Insight|Medicine|Persuasion,Spellblade|Dagger|Shortbow,Divine Favor*1|Shield of Faith*1,Int,,Australia,AU,NG,,,Half-Elf,Divine Favor*1|Shield of Faith*1,|Dagger|Shortbow,12-15,keen_panini,Wizard,True
6490,,75fdaa7,c9e7cce6a5252578599f1b0ae2bc1b07,34f13992,Fallen Aasimar,Haunted One,2019-08-03T21:05:19Z,Paladin 7|Warlock 5,Paladin|Warlock,Oath of Conquest|The Hexblade,12,Tough,150,20,14,12,18,10,14,20,,Athletics|Arcana|Investigation|Intimidation,Lifedrinker|Javelin,Light*0|Eldritch Blast*0|Frostbite*0|Prestidigitation*0|Armor of Agathys (Oath)*1|Command (Oath)*1|Hellish Rebuke*1|Hex*1|Shield*1|Protection From Evil And Good*1|Command*1|Compelled Duel*1|Detect Magic*1|Purify Food And Drink*1|Cure Wounds*1|Hold Person (Oath)*2|Spiritual Weapon (Oath)*2|Misty Step*2|Mirror Image*2|Find Steed*2|Zone Of Truth*2|Fly*3,Cha,fighting style/Dueling|pact boon/Pact of the Blade|eldritch invocations/Fiendish Vigor*Improved Pact Weapon*Maddening Hex,Canada,CA,,,,Aasimar,Light*0|Eldritch Blast*0|Frostbite*0|Prestidigitation*0|Armor of Agathys*1|Command*1|Hellish Rebuke*1|Hex*1|Shield*1|Protection from Evil and Good*1|Command*1|Compelled Duel*1|Detect Magic*1|Purify Food and Drink*1|Cure Wounds*1|Hold Person*2|Spiritual Weapon*2|Misty Step*2|Mirror Image*2|Find Steed*2|Zone of Truth*2|Fly*3,|Javelin,12-15,fervent_gauss,Paladin,True
6491,6354257,da24bb8,7245d73c51b3d46b679e2c371451188e,7c5fe7ee,Human,Cloistered Scholar,2019-08-01T09:11:07Z,Wizard 1|Barbarian 1|Bard 1|Cleric 1|Druid 1|Fighter 1|Monk 1|Paladin 1|Ranger 1|Rogue 1|Sorcerer 1|Warlock 1,Wizard|Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer|Warlock,|||Life Domain|||||||Wild Magic|The Hexblade,12,,89,19,13,14,14,13,14,13,,Sleight of Hand|Arcana|History|Insight|Medicine|Survival|Persuasion,Dagger,Bless*1|Cure Wounds*1,Int,fighting style/Defense|expertise/Insight*Arcana,United Kingdom,GB,,,,Human,Bless*1|Cure Wounds*1,Dagger,12-15,amazing_agnesi,Equal Multiclass,True
6492,,83b8ff0,19627aa4dfbc5d71a5ddefdc6ad23932,9827ca64,Aarakocra,Haunted One,2019-06-23T18:45:34Z,Warlock 6|Barbarian 6,Warlock|Barbarian,The Fiend|Path of the Zealot,12,,99,14,17,15,15,10,9,13,,Arcana|History|Survival|Intimidation,Sickle|Light Hammer|Dagger,Eldrich Blast*0|Green-Flame Blade*0|Sword Burst*0|Arms Of Hadar*1|Witch Bolt*1|Hex*1|Crown of Madness*2|Shatter*2|Hunger of Hadar*3|Vampiric Touch*3,Cha,eldritch invocations/Grasp of Hadar*Agonizing Blast*Eldritch Spear|pact boon/Pact of the Blade,Canada,CA,,,,Aarakocra,Eldritch Blast*0|Green-Flame Blade*0|Sword Burst*0|Arms of Hadar*1|Witch Bolt*1|Hex*1|Crown of Madness*2|Shatter*2|Hunger of Hadar*3|Vampiric Touch*3,Sickle|Light hammer|Dagger,12-15,keen_galileo,Equal Multiclass,True
